,%undecided,spearmanr,sum_uw,item
c27agree,0.1282051282051282,0.19678142900249473,1.0685763007973665,The character of the students is more important than the quality of the teachers in choosing the best schools for one's children.
c28agree,0.17073170731707318,0.10933963926116405,0.9386079319440909,Scientific research that causes pain and injury to animals should  be prohibited even if it is needed to cure human diseases.
c29agree,0.04938271604938271,0.09656224180085853,1.0471795257514758,"Parents should encourage their children to learn more practically relevant skills such as personal finance, home repair, and cooking."
c30agree,0.2625,-0.03837316476034853,0.7758731647603486,"When there is no other option, it is morally okay to sacrifice the life of an aging mentally impaired adult to save the lives of a dozen healthy children."
c31agree,0.1282051282051282,0.35764033419725794,1.2294352059921296,One should not feed one's family genetically modified foods.
c32agree,0.0759493670886076,0.23861894404234843,1.162669576953741,"The world’s future looks grim, so we have to focus on looking after ourselves."
c33agree,0.08974358974358974,0.00382783056464941,0.9140842408210597,"Public schools need to place greater emphasis on children's physical fitness and health, even it takes away time from academics."
c34agree,0.17721518987341772,0.23613599387623294,1.058920804002815,Nothing is inevitable.
c35agree,0.2564102564102564,0.03602549954503812,0.7796152431347817,Life will be better in 100 years compared to today.
c36agree,0.037037037037037035,0.22091415086612626,1.1838771138290893,"In getting ahead, it is not what you know, it's who you know."
c37agree,0.12,-0.2972847883006958,1.1772847883006958,It is superficial to have a high degree of interest in fashion.
c38agree,0.038461538461538464,0.17118920940094498,1.1327276709394065,People don’t read enough anymore.
c39agree,0.30864197530864196,-0.008506137427157593,0.6998641621185155,Artistic independent films contribute more to American culture than summer blockbusters.
c40agree,0.10126582278481013,0.2732012529574097,1.1719354301725997,Chess should be included in the Summer Olympics.
c41agree,0.075,-0.05267827683062545,0.9776782768306255,It is unfair to pets for owners to leave them home alone all day while going to work.
c42agree,0.06493506493506493,-0.05964425714402883,0.9947091922089639,It’s important to be able to hold a five-minute conversation with anyone on the street.
c43agree,0.0875,-0.1847309109085572,1.0972309109085572,Companies should be able to hire for the same position at different salaries based on a good first impression.
c44agree,0.20253164556962025,0.005358665815071682,0.8028270202454515,Society only functions as well as its lowest common denominator.
c45agree,0.1375,0.13987164498658197,1.002371644986582,“Honest work” is more desirable than “lucrative work.”
c46agree,0.2987012987012987,-0.04035716368005065,0.7416558649787519,Implanting technology is acceptable in the bones and organs but not in the brain.
